Kategori,Pesan
ham,"Re: Wawancara telepon dengan Enron Corp. Kelompok Penelitian Dear MR. Kaminski, MR. Krishnarao dan MR. SEZGEN, saya sangat senang memiliki wawancara telepon yang luar biasa dengan Anda. Ini menyenangkan dan menantang. saya suka itu . Saya berbicara dengan teman sekelas program rekayasa keuangan saya, Bob Lee yang baru saja disewa oleh Enron baru -baru ini. Dia mengatakan kepada saya bahwa dia sangat terkesan dengan perusahaan Anda dan sangat senang bekerja di sana. Saya percaya saya adalah kandidat yang kuat untuk posisi ini. Saya ingin berbagi lebih banyak latar belakang dan pengalaman saya dengan Anda. aku ingin bertemu denganmu . Terima kasih . P . S . Terima kasih Shirley atas pekerjaan koordinatnya. Ketika saya datang ke Houston, saya mungkin membutuhkan bantuannya lagi. Dengan tulus, Jeff he"
ham,Tip Penelitian Halo Vince: Nama saya Fati Liamidi. Saya bekerja sebagai rekan dalam kelompok URM di EES. Saya telah menemukan proposisi nilai yang saya pikir bisa masuk akal untuk grup saya dan ingin menjalankannya oleh salah satu kolega Anda untuk melihat apakah mereka dapat membantu saya dalam hal harga. Maukah Anda mengarahkan saya ke seseorang dalam kelompok Anda yang bersedia berbicara dengan saya? Idenya melibatkan opsi. Terima kasih banyak sebelumnya. Fati Liamidi 3 - 4563
ham,"Halo Semua: Kirim email ke: ibuyit @ enron. com menyatakan bahwa Anda adalah pemberi persetujuan faktur seperti yang diminta dalam email di bawah ini. terima kasih ! Shirley - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Shirley Crenshaw / Hou / ECT pada 04/17 / 2001 07: 44 AM - - - - - - - - - - - - - - - - - - - - - - - - - - ' = na / cn = penerima / cn = dl - ibuyitpayables - all @ ex @ enronxgate cc: John gill / eu / enron @ enron, erin abdelnour / enron @ enronxgate, shelley robbins / enron @ enronxgate, sally mcadams / enronron @ engonron @ engonx, enronx, engonron @ engronx, enronron @ englamron @ englamron @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ englams @ enron caconron, Sally mcadams, Joe Cuccia / Enron @ Enronxgate, Judy Knepshield / Enron _ Development @ Enron _ Subjek Pengembangan: Terima kasih telah mengidentifikasi diri Anda sebagai pengguna hutang Ibuyit di masa depan! Tim Proyek Ibuyit ingin memastikan bahwa Anda menerima informasi, alat, dan dukungan yang Anda butuhkan untuk berhasil beralih ke sistem baru pada Mei. Pelatihan Hutang Ibuyit untuk Houston - Sesi Gambaran Umum Coders akan diadakan minggu ini, Senin hingga Kamis, di Hotel Doubletree, Ruang Nautile, pada jam 9:00 pagi dan 2:00 siang. Sesi satu jam ini akan memberi Anda demonstrasi sistem dan kesempatan untuk mengajukan pertanyaan tentang sistem baru. Tidak diperlukan pendaftaran. Tangan - pada pelatihan kelas akan dimulai minggu depan. Sesi ini akan memberi Anda kesempatan untuk menyelesaikan latihan kehidupan nyata dalam sistem. Silakan hubungi Panitera ISC untuk mendaftar. Pelatihan IBuyit Hutang untuk Coders - Berbasis Khawatir! Kami tidak melupakan Anda! Bahan ON - Line akan tersedia mulai minggu depan melalui perpustakaan dokumen Pusat Solusi Terpadu di. Materi akan mencakup gambaran umum tentang sistem dan langkah - dengan - instruksi langkah. Anda akan menerima email E - dengan tautan ke materi ini minggu depan. iBuyit Payables Penyetujui Kami membutuhkan bantuan Anda untuk mengidentifikasi persetujuan Ibuyit di masa depan. Harap dorong orang -orang yang menyetujui faktur Anda untuk mengidentifikasi diri mereka sebagai pengguna Ibuyit di masa depan dengan mengirim email dengan nama mereka, alamat email, dan apakah mereka mengkodekan atau menyetujui faktur ke>. Bahan ON - Line untuk persetujuan akan tersedia mulai minggu depan melalui perpustakaan dokumen Pusat Solusi Terpadu di. Materi akan mencakup gambaran umum tentang sistem dan langkah - dengan - instruksi langkah. Persetujuan yang diidentifikasi akan menerima email E - dengan tautan ke materi ini minggu depan. pertanyaan? Kirim e - Mail ke>"
ham,"Re: Weatherwise Terima kasih, Brian. Tolong hubungi dia. Nomornya di Houston harus (713) 853 - 3400, atau 6 - 853 - 3400 pada jalur langsung. Michael Ronnie: Nomor Brian adalah 503 - 464 - 8516 >>> Brian Soth 09/07/00 12: 06 PM >> Michael - Kami memiliki kontrak dengan Weatherwise untuk meluncurkan tagihan tahan cuaca di sini di wilayah layanan kami. WPB adalah lindung nilai bagi pelanggan dan, sampai batas tertentu, lindung nilai cuaca bagi kami. Kami tidak membeli enron khas - seperti lindung nilai dari mereka. Jika Anda ingin saya berbicara dengan Ronnie, saya akan senang. >>> Michael Schilmoeller 09/05/00 10: 25 AM >>> Rekanan tambang dari penelitian, Ronnie Chahal, bekerja untuk anak perusahaan baru Enron dan bertanya -tanya apakah PGE menggunakan Weatherwise, penyedia derivatif untuk lindung nilai cuaca di antara lainnya hal-hal . Ronnie berusaha mendapatkan latar belakang mereka. Jika ada di antara Anda yang tahu apakah PGE menggunakan layanan ini, silakan hubungi Ronnie atau saya dan beri tahu saya kepada siapa Ronnie dapat berbicara tentang pengalaman PGE dengan Weatherwise. Terima kasih, Michael - SMS. htm"
ham,"Musim Panas di Enron Hi Vince: Jika Anda atau departemen sumber daya manusia Anda mencoba menghubungi saya, silakan hubungi saya di telepon rumah baru (713) 647 - 7161, atau email saya di Ekao @ UH. edu, atau eckao @ aol. Com Senin, 5/15 akan menjadi hari pemindahan saya. Kalau tidak, saya dapat dihubungi di telepon rumah saya. Salam, ed"
ham,"Ini adalah informasi total beban dan cuaca harian yang kita bahas pada pertemuan hari Senin. Beban pembangkit listrik telah dihapus dari nomor pengiriman ini. >> John p. SURICK, JR. ext. 4910 Informasi yang dikirimkan hanya dimaksudkan untuk orang atau entitas yang ditangani dan dapat berisi materi rahasia dan / atau istimewa. Setiap tinjauan, pengiriman ulang, penyebaran atau penggunaan lain, atau mengambil tindakan apa pun yang mengandalkan, informasi ini oleh orang atau entitas selain penerima yang dituju dilarang. Jika Anda menerima kesalahan ini, silakan hubungi pengirim dan hapus materi dari komputer mana pun. - NSData 2000 ke Enron. XLS - PGData 2000 ke Enron. xls"
ham,"Presentasi ALP Vince dan Ken, Dean Gil Whittaker dari Rice Business School juga telah mengkonfirmasi! ! Berikan kata kepada para siswa (tidak ada tekanan!! Ha!!) - Saya pikir saya akan melanjutkan dan menyisihkan kata -kata ke beberapa alumni beras aktif di sini di Enron - - itu akan menjadi acara yang hebat! terima kasih ! - - Christie. - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Christie Patrick / Hou / ect pada 04/11 / 2001 03: 20 PM - - - - - - - - - - - - - - - - - - - - - - - - - - - - ""Gilbert R. Whitaker, jr."" Pada 04/11 / 2001 03: 15: 28 PM ke: Christie. Patrick @ Enron. Com CC: Subjek: Re: Presentasi ALP Christie - Saya telah mengatur ulang jadwal saya dan akan sangat senang menghadiri presentasi dan makan malam ALP di Enron. terima kasih . Gil di 06: 01 PM 4/10/01 - 0500, Anda menulis:> Presiden Gillis dan Dean Whitaker, >> Enron akan dihormati dengan Presense Anda di presentasi yang ditetapkan> di bawah ini. >> Di bawah bimbingan Vince Kaminski dan timnya di sini di Enron, kami benar -benar menikmati bekerja dengan kelompok Nice> Siswa yang cerah dan antusias ini. Kami harap Anda dapat bergabung dengan kami untuk puncak dari upaya mereka yang signifikan. >> Tolong beri tahu saya - - terima kasih! ! >> - - Christie. > - - - - - - - - - - - - - - - - - - - - - - ' - - - - - - - - - - - - - - - - - - - - ' edu, uecker @ nice. edu, cmiller @ nice. edu,> lounghrid @ nice. edu, luigical @ nice. Edu> CC: Vince J Kaminski / Hou / ect @ ect, Christie Patrick / Hou / ect @ ect, Shirley> Crenshaw / Hou / ECT @ ect, Kenneth Parkhill / Na / Enron @ Enron >> Subjek: Presentasi ALP>> Aktif nama Enron Corp. Saya ingin mengundang Anda ke proyek ALP> presentasi oleh sekelompok siswa> Jesse h. Jones Graduate School of Management, Rice University. >> Para siswa akan mempresentasikan hasil proyek penelitian mengenai> Platform Perdagangan Elektronik> di Industri Energi. >> Presentasi akan diadakan pada 7 Mei, pada 4: 00 hal. M . di Enron, 1400 Smith. >> Kami juga ingin mengundang Anda untuk makan malam, mengikuti presentasi. >>> Vince Kaminski >> Vincent Kaminski> Direktur Pelaksana - Penelitian> Enron Corp. > 1400 Smith Street> Room EBL 962> Houston, TX 77002 - 7361 >> Telepon: (713) 853 3848> (713) 410 5396 (sel)> Faks: (713) 646 2503> E - Mail: vkamins @ enron. com"
ham,"Re: Wawancara Qian (Frank) Feng dengan kelompok penelitian Hi Molly: Saya kira sudah waktunya untuk mencoba dan menjadwalkan wawancara Frank. Kami ingin membawanya sekitar sekitar Februari pertama (ketika Krishna kembali). Silakan hubungi dia dan lihat betapa menyenangkannya dia. Terlampir adalah resume dan formulir permintaan wawancara. - Enron _ Resume. DOC - - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Shirley crenshaw / hou / ect pada 01/16 / 2001 09: 42 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Enron North America Corp. Dari: Molly Magee 12/20 / 2000 05: 35 PM ke: Shirley Crenshaw / Hou / ECT @ ECT CC: Subjek: Re: Wawancara Feng Qian (Frank) dengan kelompok penelitian Anda juga, Shirley. Kami akan kembali berhubungan. Molly Shirley Crenshaw 12/20 / 2000 02: 07 PM ke: Cheryl Arguijo / Enron _ Development @ Enron _ Pengembangan, Molly Magee / Hou / ect @ ect CC: Subjek: Qian (Frank) Wawancara Feng dengan Kelompok Penelitian Halo Molly dan dan Qian Cheryl: Terlampir adalah resume Frank. Kami masih memiliki sedikit waktu karena kami ingin menjadwalkan ini untuk setelah Krishna kembali pada tanggal 25 Januari. Posisi ini akan untuk kelompok penelitian secara langsung, dan akan mencakup semua laporan langsung Vince. Terima kasih dan Selamat Natal dan Selamat Tahun Baru! !"
ham,"Enron University Affairs Enron Public Affairs telah meluncurkan inisiatif baru: Urusan Universitas Enron. Misi keseluruhan urusan Universitas Enron adalah untuk memperluas kedalaman dan ruang lingkup hubungan kami dengan universitas yang ditargetkan melalui membangun pengakuan merek Enron di kampus, memanfaatkan pertukaran penelitian antara Enron dan komunitas akademik, dan mengidentifikasi peluang komersial untuk Enron. Inisiatif ini juga harus lebih jauh, upaya untuk mempekerjakan dan mempertahankan dunia, karyawan paling inovatif. Memimpin inisiatif ini adalah Christie Patrick, Wakil Presiden, Mike Rosen, Direktur dan Cindy Derecskey, dalam hubungannya dengan posisinya sebagai Koordinator Urusan Publik juga akan bekerja dengan tim Urusan Universitas. Silakan bergabung dengan saya dalam memberi selamat kepada Christie, Mike dan Cindy atas tanggung jawab baru mereka."
ham,"Re: Kelas Pam, para siswa membenci dokumen. Anggota kelompok: Rakhi Israni Felix Feng Lu Winny So Orlandotaylor Sanjay Wankhade Ning Zhang Grade: A Secara terpisah, saya pikir saya sudah mengirim Anda: Jeffrey Planck Grade: A Please, konfirmasi pesan ini. Vince Kaminski"
ham,"Re: Friday Brown Bag Lunch On Option Pricing Vince, terima kasih atas dukungan Anda. Kami akan melanjutkan Seri Makan Siang Jumat, yang menurut saya sangat berguna bagi kami untuk mengikuti perkembangan terakhir di berbagai bidang. Zimin Vince J Kaminski 01 /03 /2001 08: 29 AM ke: Zimin Lu / Hou / ect @ ect CC: Alex Huang / Corp / Enron @ Enron, Stinson Gibner / Hou / ect @ ect, Vince J Kaminski / Hou / ect / ect @ ECT Subjek: Jumat Brown Bag Lunch On Option Pricing Zimin, saya telah berbicara dengan Alex tentang hal itu. Saya tidak berpikir bahwa seminar tambahan akan mengeluarkan makan siang tas coklat. Seminar ini benar -benar ditargetkan untuk orang -orang yang baru -baru ini bergabung dengan kelompok dan memiliki paparan pasar energi yang sangat terbatas, atau nol. Bagi sebagian besar anggota grup itu harus menjadi sepotong kue. Makan siang Brown Bag tidak intensif waktu, kecuali untuk speaker. Plus, kami kehabisan hari yang tersedia untuk pertemuan makan siang. Vince - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Vince J Kaminski / Hou / ect pada 01 /03 /2001 08: 27 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - ' ECT @ ECT Subjek: Jumat Brown Bag Lunch On Option Pricing Vince, Ini adalah ringkasan singkat dari serial Pricing Pricing Opsi Makan Siang Brown Bag Friday Brown. Kami memiliki sekitar 15 kuliah, yang diberikan oleh orang -orang berikut: Grant, Stinston, Vasant, Krishna, Zimin, Maureen, Clayton, Paulo, Chonawee, saya sendiri, dan beberapa pembicara luar. Kami juga dapat menarik penonton di luar. Secara keseluruhan, responsnya cukup menggembirakan dan kami telah merencanakan untuk melanjutkannya. Mengingat seminar yang dijadwalkan saat ini tentang ""Derivatif Energi"", tampaknya jadwal Jumat kami akan terlalu ramai jika kami memiliki seminar tentang ""Derivatif Energi"" pada dua hari Jumat dan FBBlop pada hari Jumat lainnya. Apa saran Anda? Haruskah kita menghentikan fbblop? Kami juga telah menjadwalkan 19 Januari untuk pengunjung Tom Halliburton Leon Lasdon dari UT Austin untuk berbicara tentang pemrograman linier. Haruskah kita membatalkannya? Terbaik, Zimin & Alex"
ham,Dear Vince: Apakah Anda tersedia untuk menghadiri pertemuan penasihat berikutnya pada 14 Juni 2001? Inilah agenda rancangan:> Tolong beri tahu saya. Kate Fang 215 - 898 - 1212 Wharton Risiko Manajemen Risiko dan Pusat Proses Keputusan - Agenda - Draft. dokter
ham,"Re: Informasi kontak Eric, terima kasih atas pesan Anda. Satu -satunya pesan lain di kotak surat saya dari Anda adalah tertanggal 6/11/2000 dan berisi referensi ke resume yang tidak dapat saya temukan. Saya memeriksa log semua pesan dan tidak dapat menemukan komunikasi lain dari Anda. Tolong, kirim pesan dengan resume lagi dan kami akan pergi dari sana. Vince Kaminski Eric Hilton pada 06/22/2200 08: 37: 58 PM ke: Vince. J . Kaminski @ Enron. Com CC: Subjek: Informasi Kontak Dear Mr. Kaminski, saya mengirim resume saya ke perusahaan Anda yang dihormati beberapa minggu yang lalu sehubungan dengan membangun karier yang panjang dengan mereka. Saya tidak pernah menerima tanggapan dan bertanya -tanya apakah Anda tahu siapa yang bertanggung jawab atas departemen pencairan / penjadwalan tenaga listrik atau tahu siapa yang dapat saya hubungi untuk menanyakan informasi ini? Saya tahu Anda adalah seorang profesional yang sangat sibuk dan saya minta maaf atas ketidaknyamanan ini. Terima kasih atas waktu Anda yang berharga. Salam Hangat, Eric Hilton"
ham,"Re: Program Enron / Stanford Stinson, bagaimana dengan Senin, 21 Agustus atau Senin, Agustus. 28? Senin sangat efektif, karena saya ingin datang pada hari Sabtu dan bekerja selama akhir pekan bersama dengan Giuseppe sebelum pertemuan pada hari Senin. Stinson Gibner menulis: >> Nick, >> Vince meminta saya untuk mengoordinasikan perencanaan untuk kunjungan Anda Agustus ke Enron. Vince> dan saya bebas hampir semua tanggal kecuali 14 dan 15 Agustus, tetapi kami ingin> mencoba dan menjadwalkan kunjungan Anda pada saat Anda bisa bertemu dengan EBS Kunci lainnya> Eksekutif seperti Kevin Hannon dan mungkin Ken Rice dan John Echols. Jika Anda> dapat mengirimi saya beberapa pilihan tanggal yang Anda sukai, saya akan mencoba mengoptimalkan> membuat Anda di kalender orang -orang ini. >> Ngomong -ngomong, Giuseppe melakukan pekerjaan dengan baik dan telah membuat kesan yang sangat baik pada semua orang yang telah bekerja dengannya. Sangat menyenangkan membuatnya> di sini untuk musim panas. Saya sangat senang mendengarnya. Dia juga sangat senang berada di sana bekerja dengan tim Anda! Terima kasih, Nick"
ham,"Re: Panggilan konferensi pada hari Jumat, 17 Maret Shirley, 11: 00 CA - Time baik -baik saja (1: 00 TX - waktu). Saya akan berada di 650 725 - 5525. Nomor ponsel saya adalah 650 796 - 8163. Tolong hubungi saya di sana jika rencana berubah. Terima kasih, Nick Shirley. Crenshaw @ Enron. com menulis: >> halo nick: >> saya setuju - surat jauh lebih mudah. >> Ada perbedaan waktu dua - jam antara Calif dan Texas, i. e. , 1: 00 PM> Waktu Texas - 11: 00 Am Calif Calif. >> Besok jam 11: 00 Calif Calif. > Kali ini baik -baik saja untuk Vince, Tom Gros dan Stinson Gibner. >> Bisakah mereka menghubungi Anda dan jika demikian, nomor berapa? >> Tolong beri tahu saya. >> Terima kasih! >> Shirley> 713 - 853 - 5290 >> Nick Bambos pada 03/16 / 2000 12: 28: 58 PM >> Untuk: Shirley. Crenshaw @ Enron. Com> CC: Bambos @ Stanford. Stanford. Edu> Subjek: Re: Kunjungi ke Enron >> Shirley, >> Lebih mudah untuk berkomunikasi dengan e - Mail, karena saya pindah dari> rapat ke pertemuan (tetapi saya selalu memiliki laptop dengan saya). >> Tolong beri saya nomor telepon yang bisa saya hubungi besok. > Apa perbedaan waktu antara California dan> lokasi Anda? Saya pikir itu 2 jam (ca -> tx) - apakah itu benar? >> Saya dapat melakukan panggilan konferensi kapan saja dari waktu 9 - 11 CA. > Apakah itu baik -baik saja di sisi Anda? >> Terima kasih, >> Nick >> Vince. J . Kaminski @ Enron. com menulis: >>>> Nick, >>>> Kami dapat menutup loop pada komitmen kami untuk mendukung proyek penelitian >> sebelum kunjungan Anda ke Enron. >>>> Asisten saya, Shirley Crenshaw, akan menghubungi Anda untuk membuat konferensi> Panggilan >> dengan saya, Stinson Gibner, >> dan Tom Gros dari Enron Broadband Services untuk membahas semua issues. >> Jumat minggu ini akan bekerja untuk >> Tom dan saya. Saya pikir kita membutuhkan sekitar 15 menit. >>>> vince >>>> p. S . Nomor telepon Shirley, Nick adalah 650 796 8163 (sel), 650 - 725 - 5525 >> (Office). >>>> Nick Bambos pada 03/12 / 2000 05: 32: 35 PM >>>> Untuk: Vince. J . Kaminski @ Enron. com, bambos @ stanford. Stanford. edu >> cc: >> Subjek: Kunjungi ke Enron >>> Hello Vince, >>> Senang bertemu Anda di Stanford dan banyak terima kasih atas makan siang >> Kami bersama. Saya sangat menikmati diskusi kami, baik di tingkat teknis dan sebaliknya. >>>> Saya berjanji akan mengirimi Anda surat tentang kemungkinan tanggal >> Kunjungan ke Enron. Saya menunda selama seminggu sampai jadwal saya >> lebih jelas. Mari kita lihat apakah kita bisa cocok dengan jadwal Anda - >> Milik saya agak mengerikan: >>> Jumat, 21 April terlihat bagus. Tapi 23 April Rd adalah Paskah >> Minggu, sehingga mungkin menyulitkan beberapa orang di Enron >> berada di sekitar. Beri tahu saya jika itu masalahnya. Saya bersedia untuk >> berkunjung saat itu, karena minggu setelah itu saya dijadwalkan berada di >> Jepang dan pada minggu -minggu sebelumnya saya semua berkomitmen pada hari Jumat. >>>> Jumat, 19 Mei adalah kemungkinan berikutnya, tetapi ini mungkin >> terlalu jauh. Masalah utama adalah bahwa saya beroperasi di dalam >> jendela peluang untuk menarik siswa top untuk ini >> penelitian. Jendela ini ditutup pada akhir April, dan akan menjadi >> penting bagi dana dukungan siswa untuk berada di tempatnya, jadi >> bahwa saya dapat membuat komitmen sulit kepada siswa dan menarik talenta top >>. Saya sudah meninjau file siswa yang telah >> mendekati saya untuk penasihat PhD, dan saya dalam mode melakukan ""lembut >> komitmen untuk bintang - tingkat siswa"" untuk mendapatkan penelitian ini dan >> potensi di layar radar mereka. Siswa top sangat dicari >> Setelah oleh penasihat dan saya ingin menjadi pemain awal dalam kompetisi ini. >>>> Apakah kunjungan saya ke Enron harus terjadi sebelum kita dapat mengatur >> Dukungan Proyek dan Mahasiswa di Stanford? Jika demikian, lakukan sebelum >> akhir April penting untuk mendapatkan orang -orang top. Jika kunjungan dapat >> terjadi setelah kami mendapatkan bola bergulir, maka kami dapat menjadwalkannya di bulan Mei. >> Saya berasumsi akan ada beberapa kunjungan kedua cara ketika proyek mendapatkan >> pergi. tolong beritahu saya bagaimana menurut anda . >>>> Salam, >>>> Nick"
ham,"Re: Hyundai Merchant Marine LNG Draft Dash Jeff, saya tidak berpikir transaksi ini masuk akal. Kita seharusnya tidak terus meningkatkan paparan kita di satu bidang, mengingat bahwa kita dapat menggunakan modal kita dengan cara yang lebih efisien di tempat lain, tanpa mengambil posisi yang tidak likuid, jangka panjang. Vince dari: Jeffrey A Shankman 08/29/2000 10: 30 AM ke: Eric Gonzales / Lon / ECT @ ect, Joe Gold / Lon / ECT @ ECT, Vince J Kaminski / Hou / ECT @ ECT CC: Subjek: Hyundai Merchant / Hyundai Merchant / Hou / ect @ ect CC: Subjek: Hyundai Pedagang Hyundai / Hyundai Hyundai Dash Draf LNG Marine Apakah ada di antara Anda yang melihat ini? Ide, komentar, umpan balik? Terima kasih atas tanggapannya yang tepat waktu. Jeff - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Jeffrey a shankman / hou / ect pada 08/29 / 2000 10: 21 pagi - - - - - - - - - - - - - - - - - - - - - - - - - ' LNG Draft Dash Ini adalah draf dash yang kami kumpulkan. Michael Tribolet bekerja di grup saya dan jangan ragu untuk menghubunginya jika Anda memiliki pertanyaan spesifik. Saya juga berbicara dengan Frevert Re LNG dan dia memberi tahu saya bahwa jika Project Summer Happens, LNG pergi dengan musim panas, jika tidak, itu ditransfer kepada Anda. Apa yang terjadi pada waktu yang berarti adalah tebakan siapa pun. mari kita bahas. Rick - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Rick Buy / Hou / ect pada 08/29 / 2000 08: 32 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - ' Dash Berikut adalah draf dasbor. Sementara memiliki NPV positif, banyak uji coba yang dijalankan adalah negatif karena default."
ham,"Meminta nasihat tentang posisi rekanan musim panas di Enron Gentlemen, inilah seorang pria yang mencari posisi rekanan musim panas. Saya melihat resumenya dan berpikir bahwa dia mungkin layak untuk diajak bicara. pavel - - - - - - - - - - - - - - - - - - - - - - - - Ditahan oleh pavel zadorozhny / hou / ect pada 01/12 / 2001 01: 37 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - ' Mengenai posisi rekanan musim panas di Enron Dear Mr. Zadorozhny: Maxim Philippov menyarankan agar saya menulis kepada Anda. Menjadi mahasiswa MBA pertama - tahun di Owen Graduate School of Management (Vanderbilt University) dengan konsentrasi keuangan, saya mencari posisi rekanan musim panas di Enron. Bidang minat khusus saya adalah produk manajemen risiko Enron (penelitian dan perdagangan derivatif komoditas). Lulus dari Novosibirsk State University dengan jurusan fisika, saya ingin menerapkan pengalaman saya dengan penggunaan teknik fisika teoritis dan statistik untuk pengelolaan proses pemodelan dan menciptakan model keuangan dan perdagangan yang kompleks. Saya sangat percaya bahwa pendidikan pascasarjana saya ditambah dengan latar belakang sarjana dalam bidang fisika, pengalaman kerja yang solid di bidang keuangan dan semangat kewirausahaan yang terbukti akan memungkinkan saya untuk berkontribusi pada Enron sebagai rekan musim panas. Saya akan sangat menghargai saran Anda tentang peluang kerja di Enron dan ingin mengetahui lebih lanjut tentang Enron Capital & Trade Resources Corp. Saya akan menghubungi Anda dalam minggu ini untuk menindaklanjuti permintaan saya. Terima kasih banyak atas waktu Anda. Hormat kami, Dmitri Villevald Enclosure: Resume> hal. S . Melihat melalui contoh lindung nilai risiko margin di situs web Enron, saya pikir saya menemukan kesalahan kecil di sana. URL dari halaman ini adalah (Aplikasi Produser) Kalimat kedua dari paragraf yang dimulai dengan ""Paradigma dan Enron Exchange ..."" menyatakan berikut ini. Misalnya, jika margin sebenarnya adalah $ 1. 25 / mmbtu untuk bulan tertentu, maka paradigma akan membayar Enron $ 0. 13 / mmbtu. Atau, jika margin sebenarnya adalah $ 2. 00 / mmbtu, maka Enron akan membayar paradigma $ 0. 62 / mmbtu. Saya percaya, jika saya membacanya dengan benar, uang harus mengalir ke arah yang berlawanan, yaitu: misalnya, jika margin sebenarnya adalah $ 1. 25 / mmbtu untuk bulan tertentu, maka Enron akan membayar paradigma $ 0. 13 / mmbtu. Atau, jika margin sebenarnya adalah $ 2. 00 / mmbtu, maka paradigma akan membayar enron $ 0. 62 / mmbtu. Apakah saya benar ? Sekali lagi, terima kasih banyak atas waktu Anda. - melanjutkan . dokter"
ham,"Re: Kenneth Parkhill Stinson: Norma telah memeriksa ekuitas internal dalam kelompok, dan Kenneth baik -baik saja di tempat spesialis senior dengan gaji itu. Saya akan dengan senang hati memberikan tawaran kepadanya. Apakah Anda membahas sesuatu tentang paket relokasi dengan Kenneth? Molly X 34804 Stinson Gibner 11/01 / 2000 06: 18 PM ke: Molly Magee / Hou / ect @ ect CC: Vince J Kaminski / Hou / ECT @ ECT Subjek: Kenneth Parkhill Molly, kami ingin melanjutkan dengan tawaran ke Kenneth. Setelah berbicara dengannya lagi, saya pikir dia akan menerima. Kami ingin menawarkan paket yang setara dengan rekan yang masuk, yang saya pahami akan menjadi basis $ 76 K dan bonus penandatanganan $ 20 K. Posisi dia akan menjadi spesialis atau spesialis senior (mana yang cocok dengan gaji) yang dilaporkan kepada saya. Terima kasih atas bantuan Anda, Stinson X 34748"
ham,"Selamat, Vince yang terhormat - Saya sangat kelenjar untuk melihat Anda mendapatkan promosi yang layak Anda dapatkan. Saya selalu berpikir Anda seharusnya menerima penghargaan seperti itu bertahun -tahun yang lalu. Saya senang melihat Enron akhirnya membuat Anda benar. Semoga Sukses dan Selamat, Julie: -)"
ham,"Indeks PPI Pendek - Model Jangka Hi Martina Saya percaya bahwa perkiraan secara akurat mencerminkan hal ini. Silakan lihat grafik di bawah ini: Kedua model benar -benar membutuhkan kurva RPI kami untuk ditautkan (saat ini saya baru saja menyalin angka 2. 3 % ke depan). Karena istilah kesalahan regresif otomatis tidak terlalu penting, kita dapat menjalankan model ke depan dengan keyakinan yang wajar. Seperti yang saya sebutkan, saya tidak berpikir kita benar -benar dapat menjalankan model ini lebih dari 12 bulan, pada kenyataannya, saya pikir kita harus berlari selama 9 - 12 bulan dan memadukan 3 - 4 bulan ke depan dengan model jangka panjang. Semoga saya bisa memperbaiki yang lama - jangka waktu sekarang dengan beberapa wawasan baru! Salam, Anjam X 35383 PLLU: DZCV:"
ham,"Ena Fileplan Vince: FYI - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Shirley Crenshaw / Hou / ECT pada 08 /01 /2000 08: 09 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - - ' @ ECT CC: Subjek: ENA Fileplan Kami adalah Konsultan Manajemen Catatan dan Informasi dari Millican & Associates, yang telah disewa oleh Carolyn Gilley, manajer catatan ENA, untuk merumuskan fileplan untuk semua catatan bisnis ENA. Pendekatan yang kami ambil untuk mengembangkan file ini adalah untuk melakukan inventaris umum dari catatan masing -masing departemen ENA. Sekarang, kami biasanya bertemu dengan seorang eksekutif (biasanya wakil presiden atau direktur) dalam setiap kelompok untuk terlebih dahulu menjelaskan proyek ini dan meminta izin untuk melakukan inventaris, dan kemudian meminta eksekutif untuk menunjuk seseorang di daerahnya untuk melayani sebagai kami kontak kerja. Kontak biasanya seseorang yang sangat akrab dengan catatan departemen mereka, dan dapat menjadi manajer atau staf pendukung. Ada sejumlah alasan kami sedang mengerjakan proyek FILEPLAN ENA ini. Enron, seperti yang saya yakin Anda tahu, membuat volume kertas dan catatan elektronik - - sebagian besar tidak pernah ditangkap. Banyak departemen menyimpan catatan di luar persyaratan retensi hukum mereka, mengambil ruang kantor yang berharga dan mahal. Fileplan, setelah selesai, akan mendokumentasikan apa yang sedang dibuat, siapa yang memiliki tanggung jawab untuk itu, dan berapa lama harus dipertahankan. Selama inventaris kami, kami akan mencoba menangkap catatan kertas dan elektronik. Kami juga akan mencoba mengidentifikasi sistem komputer apa pun yang digunakan area Anda. Inventaris itu sendiri tidak invasif, karena kami tidak membuka atau melihat ke lemari file atau laci meja. Ini hanya proses wawancara di mana kontak menjawab beberapa pertanyaan mudah dan sederhana. Silakan hubungi saya jika Anda memiliki pertanyaan. Terima kasih . Sara Bolken x 35150"
